Id,Sura,Aya,Text,Comment,DetailComment
3016,26,84,Ва мен учун кейингилар орасида ростгўй деган ном қолдир [*].,"<p>
	[*] Иброҳим алайҳиссалом ўз давридан бошлаб то қиёматгача яхши ном билан тилларда достон бўлиб қоладиган бўлди. Энди Қуръонда унинг исми ва садоқати қиёматгача давомли сақланиб қолади. Аллоҳ Таьоло уни келажак авлодларга чиройли ўрнак қилиб қолдирди (Соффат 37:108). Ҳатто, Пайғамбаримиз жаноб Муҳаммадга ва мўминларга ҳам Иброҳим миллатига эргашишни буюрди (Оли Имрон 3:95), (Наҳл 16:123).</p>
",
3017,26,85,Мени неъмат тўла жаннатнинг ворисларидан қил. ,,
3018,26,86,"Отамни кечир. Чунки, у адашганлардан биридир.",,
3019,26,87,Қайта тириладиган кунда мени хор қилма. ,,
3020,26,88,"У куни мол-давлат ҳам, болалар ҳам фойда бермайди [*]. ","<p>
	[*]&nbsp; Ўхшаш оятлар: (Бақара 2:123), (Моида 5:36), (Мўъминун 23:101), (Луқмон 31:33), (Маориж 70:11), (Абаса 80:34),&nbsp;</p>
",
3021,26,89,"Фақат, Аллоҳга саломат (ширкдан холи) қалб [*] билан келган киши (фойда кўради). ","<p>
	[*]&nbsp; Саломат қалб &ndash; имонли, ширк ва нифоқдан холи бўлган қалбдир. Касал қалб &ndash; унда куфр ва нифоқ бўлган қалбдир (Бақара 2:8-10). Риё, ҳасад, гина, нафрат каби маънавий касалликлар ҳам қалб касаллиги ҳисобланади. Қалб бузилиши билан барча аъзолар бузила бошлайди. Шунинг учун, инсон қалбини, виждонини соф ушлаб қолишга уриниши керак. Иброҳим алайҳиссалом қалби тоза инсон бўлган эди (Соффат 37:84).&nbsp;</p>
",
3022,26,90,(У куни) жаннат гуноҳлардан масъулиятли (мўмин)лар учун яқинлаштирилади [*]. ,"<p>
	[*] Ўхшаш оятлар: (Қоф 50:31), (Таквир 81:13).&nbsp;</p>
",
3023,26,91,Жаҳаннам эса адашганларга намойиш қилинади.,,
3024,26,92,"Ва уларга айтилади: ""Сиғинаётганларингиз қани-қаерда?",,
3025,26,93,"Аллоҳдан бошқа (қуллик қилганларингиз қани?!) Улар сизларга ёрдам беряптими? Ёки ўзларига ёрдам беряптими?!""[*].","<p>
	[*]&nbsp; Аллоҳга ширк келтириб ибодат ва илтижо қилинаётган сохта илоҳлар на ўзига сиғинганларни ҳам, ўзларини ҳам қутқара олмайди (Аъроф 7:19,192). Қиёматда жаҳаннамга ҳукм қилинганидан кейин, ҳеч ким на ўзини ва на бошқасини жаҳаннамдан қутқариб қола олмайди.&nbsp;</p>
",
3026,26,94,"Охир-оқибат, улар ҳам, адашганлар ҳам жаҳаннамга юз тубан улоқтирилади. ",,
3027,26,95,Ва Иблиснинг барча лашкарлари [*] (улоқтирилади). ,"<p>
	[*] Инсонларни тўғри йўлдан оздиришга уринган ҳар ким Иблиснинг издошларидир, унинг аскарларидир.&nbsp;</p>
",
3028,26,96,Улар жаҳаннамда бир-бири билан талашиб-тортишиб айтади:,,
3029,26,97,"""Аллоҳга қасамки, биз аниқ залолатда бўлган эканмиз. ",,
3030,26,98,"Ўшанда, биз сизларни оламларни Яратган Эгасига тенглаштирар эканмиз.",,
3031,26,99,Бизни фақат шу жиноятчилар адаштирган [*]. ,"<p>
	[*]&nbsp; Ўхшаш оятлар: (Аъроф 7:38), (Сабаъ 34:31-33), (Сод 38:61).&nbsp;</p>
",
3032,26,100,Энди бизни оқлайдиган/тарафимизни оладиган ҳеч ҳеч ким йўқ экан [*]. ,"<p>
	[*]&nbsp; Шафоат &ndash; қўллаб-қувватлаш, тарафини олиш, ёрдам бериш, оқлаш каби маъноларни билдиради. Баъзи мушриклар фаришталарни ўзларига шафоатчи бўлади деб, ишонар эди (Юнус 10:18). Лекин жаҳаннам аҳлига ҳеч ким шафоат қила олмайди (Муддассир 74:48).&nbsp;</p>
",
3033,26,101,Қадрдон дўст ҳам йўқ. ,,
3034,26,102,"Қанийди яна бир фурсат бўлса-ю, мўминлардан бўла олсак!"",-дейишади. ",,
3035,26,103,"Бунда ибрат-далил бор [*]. Бироқ, уларнинг кўпчилиги мўмин бўлмади.","<p>
	[*]&nbsp; Яъни, Иброҳим алайҳиссалом қиссасида тавҳид ва Рубубиятга ибрат олмоқчилар учун ибрат бор. лекин, Иброҳим алайҳисснинг қавмининг кўпчилиги унга ишонмаган.&nbsp;</p>
",
3036,26,104,"Албатта, Яратган Эганг – У ғолибдир, меҳрибондир.",,
3037,26,105,Нуҳ қавми (ҳам) Элчиларни  ёлғончига чиқарган. ,,
3038,26,106,"Ўшанда ўзларининг биродари Нуҳ уларга шундай деган: ""Жавобгарликни ҳис қилмайсизларми?!",,
3039,26,107,Мен сизларга (Аллоҳ тарафидан юборилган) ишончли Элчиман.,,
3040,26,108,"Энди, Аллоҳга нисбатан жавобгарликни ҳис қилинглар ва менга итоат қилинглар. ",,
3041,26,109,У иш учун мен сизлардан ажр-ҳақ сўрамаяпман. Менинг ажрим борлиқларни Яратган Эгасига тегишли. ,,
3042,26,110,"Бас, Аллоҳга нисбатан жавобгарликни ҳис қилинг ва менга итоат қилинг"".",,
3043,26,111,"Улар: ""Биз сенга ишонамизми? Ахир сенга паст табақадаги одамлар эргашяпти"",-деди [*].","<p>
	[*] Макка мушриклари ҳам Аммор ибн Ёсир, Суҳайб ва Билол саҳобалар ҳақида шундай дейишган.</p>
",
3044,26,112,"(Нуҳ) айтди: ""Улар қилаётган (махфий) ишларидан мени хабарим йўқ.",,
3045,26,113,Уларни ҳисоб-китоб қилиш Роббимга тегишли. Агар тушуниб-етсангиз!,,
3046,26,114,Мен мўминларни ўзимдан ҳайдамайман. ,,
3047,26,115,"Мен огоҳлантирувчи ва хушхабар берувчиман, холос"".",,
3048,26,116,"Улар: ""Эй Нуҳ! Агар (даъватингни) тўхтатмасанг аниқ қувғин қилинасан,-дедилар [*]. ","<p>
	[*]&nbsp; &quot;Тошбўрон&quot;, деганда, жисмонан тош билан урилиш билан бир қаторда, барча имкониятлардан маҳрум қилиниш, қувилиш, узоқлаштириш, деган маънолар ҳам ифодалайди.&nbsp;</p>
",
3049,26,117,"(Нуҳ дуо қилиб) шундай деди: ""Эй Яратган Эгам! Қавмим мени ёлғончига чиқарди. ",,
3050,26,118,"Энди, қавмим билан менинг орамни очиқ қил. Мени ҳам, мен билан бирга мўминларни ҳам қутқар"". ",,
3051,26,119,"Шунда, уни ҳам, у билан бирга мўминларни ҳам тўлиқ (жиҳозланган) кемада қутқариб қолдик. ",,
3052,26,120,"Кейин, қолганларни сувга ғарқ қилдик. ",,
3053,26,121,"Албатта бунда ибрат-далил бор. Бироқ, уларнинг кўпчилиги ишонмади.",,
